ANO_CONVOCATORIA,CODIGO_PROYECTO,TITULO_PROYECTO,FECHA_APROBACION,ANO_APROBACION,ENTIDAD,CONVOCATORIA,DESCRIPCION_FINANCIACION,PROGRAMA,AREA_TEMATICA,TIPO_PROYECTO,DEPARTAMENTO_ENTIDAD,CIUDAD_ENTIDAD,COD_DANE_ENT,DEPARTAMENTO_PROYECTO,CIUDAD_PROYECTO,COD_DANE_PRY
"2,008","417,345,522,072",Navegacion movil para Colombia con rutas basadas en Trafico vehicular,19/05/2009,"2,009",MERIDIAN GROUP S.A.,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,TELECOMUNICACIONES,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","439,845,525,005",Modulo de Software para Visualizacion de Tendencias de Modos de Deflexion en Tiempo Real de Rotores de Turbomaquinas.,19/05/2009,"2,009",A-MAQ S.A - ANALISIS DE MAQUINARIA,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","612,845,525,100",Estudio de Inteligencia Competitiva de Mercados en Estados Unidos Mexico Centro America y Sur America para la Identificacion de las Buenas Practicas en el Manejo de Cultivos Agroindustriales para el Mejoramiento del Software MyAgri de Compunet S.A.,18/06/2009,"2,009",INTEGRADORES DE TECNOLOGIA INFORMATICA - COMPUNET S.A.,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
"2,008","309,845,522,033",PROYECTO DE ACTUALIZACION TECNOLOGICA DE LA SOLUCION TICKET PLUS PARA MEJORAR LA COMPETITIVIDAD NACIONAL E INTERNACIONAL DE LA EMPRESA CONSULTORES TECNOLOGICOS ASOCIADOS LTDA. EN EL SECTOR DEL TRANSPORTE INTERMUNICIPAL DE PASAJEROS,19/05/2009,"2,009",ESICenter SinerTIC ANDINO,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,TOLIMA,IBAGUE,73001
"2,008","438,945,525,888",Retos en el diseno y desarrollo de telas vinilicas de alta especificacion.,05/08/2009 12:00:00 AM,"2,009",PLASTIQUIMICA S.A.S.,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,SABANETA,05631,ANTIOQUIA,SABANETA,05631
"2,008","726,245,522,078",MULTIPLICACION CLONAL DE MATERIALES ELITE DE PALMA DE ACEITE  Elaeis guineensis Jaqc.  PARA LOS NUEVOS DESARROLLOS PALMEROS EN COLOMBIA.,26/05/2009,"2,009",CORPORACION CENTRO DE INVESTIGACIONES EN PALMA DE ACEITE - CENIPALMA,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,SANTANDER,BARRANCABERMEJA,68081
"2,008","338,745,522,074",Mejoramiento de la calidad e inocuidad de los productos carnicos embutidos mediante el desarrollo de empaques activos,30/04/2009,"2,009",ALICO S.A.,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,ITAGUI,05360
"2,008","419,145,422,099",FORTALECIMIENTO DEL LABORATORIO DE QUINTAL S.A. POR MEDIO DE LA TRANSFERENCIA TECNOLOGICA DEL EQUIPO DE PLASMA ACOPLADO INDUCTIVAMENTE.,29/04/2009,"2,009",QUIMICA INTERNACIONAL S.A. - QUINTAL S.A.,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ATLANTICO,BARRANQUILLA,08001
"2,008","417,445,522,073",Recuperacion y Regeneracion de materiales postconsumo en plasticos caucho y aceite usado cerrando su ciclo de vida ,29/04/2009,"2,009",COMERCIALIZADORA INTERNACIONAL PLASTIGOMA S.A.,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,CALDAS,MANIZALES,17001,CALDAS,MANIZALES,17001
"2,008","860,145,522,117",Implementacion de cambios tecnologicos en procesos y partes para la produccion de nuevos modelos de vehiculos mas ecologicos y con nuevas especificaciones tecnicas para la apertura del mercado mexicano.,29/04/2009,"2,009",SOCIEDAD DE FABRICACION DE AUTOMOTORES S.A. SOFASA,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,REEMBOLSO OBLIGATORIO,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,CHIA,25175,ANTIOQUIA,ENVIGADO,05266
"2,008","121,045,525,872",INTEGRACION VERTICAL PARA LA PRODUCCION PILOTO DE PUNTERAS PROTOTIPO DE SEGURIDAD FABRICADAS EN COMPOSITES,06/08/2009 12:00:00 AM,"2,009",UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,MIXTO,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","418,645,722,091",MEJORAMIENTO DEL PROCESO DE ELECTRODEPOSICION DE COBRE UTILIZANDO SOLUCIONES LIBRES DE CIANURO EN LA EMPRESA FANTAXIAS LTDA.,28/04/2009,"2,009",FANTAXIAS LTDA.,457/08 - PROYECTOS INVESTIGACION-INNOVACION VINCULACION DE INVESTIGADORES EN EMPRESAS,RECUPERACION CONTINGENTE,OF RELACIONES SECTOR PRODUCTIV,C. DEL MEDIO AMBIENTE Y HABITAT,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,008","111,545,425,003",Influencia de diferentes variables atmosfericas en el comportamiento de esquemas de pinturas aplicados sobre acero galvanizado (Version Actualizada),29/04/2009,"2,009",UNIVERSIDAD DE ANTIOQUIA - UDEA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,OTRAS,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","111,045,426,008",DESARROLLO DE UN SISTEMA AUTOMATICO DE MAPEO CEREBRAL Y MONITOREO INTRAOPERATORIO CORTICAL Y PROFUNDO APLICACION A LA NEUROCIRUGIA,27/10/2009,"2,009",UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,NUEVAS TECNOLOGIAS ELECTRONICAS,PROYECTO,RISARALDA,PEREIRA,66001,RISARALDA,PEREIRA,66001
"2,008","309,845,422,034",UBI-FACTURA OPEN SOURCE,19/05/2009,"2,009",ESICenter SinerTIC ANDINO,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","211,745,425,621",TEST (TESAmerica Software Trainning) Version 2,27/10/2009,"2,009",UNIVERSIDAD ICESI,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
"2,008","309,845,425,879",PROYECTO SERVICIO DE GESTION Y AUDITORIA DE LA CALIDAD DE DATOS EMPRESARIALES Q_INFO ,24/09/2009,"2,009",ESICenter SinerTIC ANDINO,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","121,545,425,916",LA EMPRESA SIN PAPELES. DESARROLLO Y VALIDACION DE NUEVAS TECNOLOGIAS INFORMATICAS DE GESTION DOCUMENTAL PARA LA MEJORA Y DIGITALIZACION DE PROCESOS - IBERODOC,24/09/2009,"2,009",UNIVERSIDAD DEL NORTE - UNINORTE,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ATLANTICO,BARRANQUILLA,08001
"2,008","309,845,425,019",VOTACION ELECTRONICA SEGURA,18/06/2009,"2,009",ESICenter SinerTIC ANDINO,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,INFORMATICA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","327,745,422,108",Solucion Tecnologica integral basada en metrologia estadistica y TIC para el aseguramiento de las mediciones en Gases de Occidente S.A. E.S.P.,19/05/2009,"2,009",CORPORACION CENTRO DE DESARROLLO TECNOLOGICO DEL GAS - CDT DEL GAS,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,AUTOMATIZACION Y MODERNIZACION DE PROCESOS,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,PIEDECUESTA,68547
"2,008","233,345,425,947",Diseno e implementacion de centros de almacenamiento automatizados mediante la aplicacion de tecnologias EPC-RFID,27/10/2009,"2,009",FUNDACION CENTRO DE INVESTIGACION EN MODELACION EMPRESARIAL DEL CARIBE - FCIMEC,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,AUTOMATIZACION Y MODERNIZACION DE PROCESOS,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ATLANTICO,BARRANQUILLA,08001
"2,008","111,845,422,111",RECUPERACION DE ORO ELIMINANDO EL USO DE MERCURIO E IMPLEMENTANDO NUEVAS ALTERNATIVAS TECNOLOGICAS DE CONCENTRACION EN LA ETAPA DE LIMPIEZA FINAL,29/04/2009,"2,009",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,MINERIA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,SANTA FE DE ANTIOQUIA,05042
"2,008","335,145,425,026",Proyecto de implementacion de la tecnologia RFID en la ultima milla de la cadena textil confeccion                                                                                                                                                                              ,29/04/2009,"2,009",FUNDACION LOGyCA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","230,945,425,009",ESTANDARIZACION Y VALIDACION DE LOS PROCESOS PARA LA OBTENCION DE UN ENLATADO TIPO ATUN EN CONSERVA CON ADITIVOS (N.TC. 1276) MEDIANTE EL APROVECHAMIENTO DE LOS SUBPRODUCTOS OBTENIDOS DEL PROCESO INDUSTRIAL DEL FILETEO DE LA TILAPIA PLATEADA (Oreochromis niloticus)  Var Chitralada.2vers,30/04/2009,"2,009",CORPORACION CENTRO DE DESARROLLO TECNOLOGICO PISCICOLA SURCOLOMBIANO - ACUAPEZ,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,HUILA,NEIVA,41001,HUILA,RIVERA,41615
"2,008","121,045,422,085",Diseno y construccion de una camara de fermentacion para productos carnicos madurados,30/04/2009,"2,009",UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","338,745,425,907",OBTENCION CARACTERIZACION Y APLICACION DE FIBRA DIETARIA A PARTIR DE SUBPRODUCTOS DE NARANJA EN PRODUCTOS CARNICOS Y DE PANADERIA.,06/08/2009 12:00:00 AM,"2,009",INSTITUTO DE CIENCIA Y TECNOLOGIA ALIMENTARIA - FUNDACION INTAL,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,ITAGUI,05360,ANTIOQUIA,MEDELLIN,05001
"2,008","111,845,426,007",RESISTENCIA A LA FATIGA DE PARES RUEDA-RIEL BAJO CONDICIONES DE OPERACION DEL METRO DE MEDELLIN,06/08/2009 12:00:00 AM,"2,009",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","121,645,422,105",Desarrollo de materiales con propiedades de aislamiento termico y acustico  para aplicacion en el sector de la construccion,29/04/2009,"2,009",UNIVERSIDAD EAFIT,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","710,645,425,024",Desempeno fisiologico  de genotipos de cacao bajo diferentes regimenes hidricos en etapa de vivero,26/05/2009,"2,009",CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,SANTANDER,RIONEGRO,68615
"2,008","121,545,421,972",Diseno y desarrollo de una herramienta/aplicacion informatica de un Sistema Integrado de Gestion Energetica (SIGE) para el diseno de intercambiadores de calor Brazed fabricados en aluminio con retardadores internos.,25/02/2009,"2,009",UNIVERSIDAD DEL NORTE - UNINORTE,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ATLANTICO,BARRANQUILLA,08001
"2,008","212,545,421,909",EVALUACION DE TECNOLOGIAS INNOVADORAS PARA LA OBTENCION DE MATERIAL VEGETAL DE SIEMBRA EN CULTIVOS DE MARACUYA (Passiflora edulis f. flavicarpa) Y GRANADILLA (Passiflora ligularis Juss) PARA MEJORAR SU PRODUCTIVIDAD Y COMPETITIVIDAD EN EL DEPARTAMENTO DEL HUILA,27/05/2009,"2,009",CORPORACION CENTRO DE INVESTIGACION PARA LA GESTION TECNOLOGICA DE PASSIFLORA DEL DEPARTAMENTO EL HUILA - CEPAS HUILA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CORDOBA,PUEBLO NUEVO,23570,HUILA,NEIVA,41001
"2,008","335,145,425,025",Mejoramiento de los procesos logisticos a traves de la implementacion de la tecnologia RFID para incrementar la visibilidad del producto y la informacion en las industrias que manejan productos que contienen liquidos y metales,29/04/2009,"2,009",FUNDACION LOGyCA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","710,645,422,095",Mejoramiento de la base tecnologica en cosecha y acondicionamiento de mora (Rubus glaucus Benth)  y obtencion de un nectar con propiedades nutraceuticas valuadas en un modelo animal.,26/05/2009,"2,009",CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,CUNDINAMARCA,MOSQUERA,25473
"2,008","212,545,421,949",Optimizacion del Manejo del Agua en los Cultivos de Grandilla (Passiflora Ligularis Jus) y Maracuya (Passiflora edullis variedad flavicarpa) para mejorar la competitividad.,27/05/2009,"2,009",CORPORACION CENTRO DE INVESTIGACION PARA LA GESTION TECNOLOGICA DE PASSIFLORA DEL DEPARTAMENTO EL HUILA - CEPAS HUILA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CORDOBA,PUEBLO NUEVO,23570,HUILA,LA PLATA,41396
"2,008","110,145,422,096",INFLUENCIA DE LA MASTITIS BOVINA SOBRE PARAMETROS DE CALIDAD DE LA LECHE EN FINCAS DE CUNDINAMARCA. CONTRIBUCION A LA COMPETITIVIDAD DE LA CADENA,27/05/2009,"2,009",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","111,845,422,048",USO DE MATERIAS PRIMAS COLOMBIANAS PARA EL DESARROLLO DE BALDOSAS CERAMICAS CON ALTO GRADO DE GRESIFICACION - PLANTA PILOTO. PROYECTO IBEROEKA - SEGUNDA PARTE,25/02/2009,"2,009",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","111,845,422,120",DIAGNOSTICO DISTRIBUIDO DE EVENTOS Y OPTIMIZACION DE REDES DE GESTION EN SISTEMAS DE TRANSMISION DE ENERGIA ELECTRICA,27/05/2009,"2,009",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","110,645,422,039",Identificacion evaluacion y manejo del riesgo en el Sistema de Abastecimiento de agua de la red baja de la ciudad de Cali enmarcados en un Plan de Seguridad del Agua (PSA),19/02/2009,"2,009",UNIVERSIDAD DEL VALLE - UNIVALLE,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT,INFORMACION NO SOLICITADA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
"2,008","121,045,422,103",Incremento de la eficiencia energetica y el confort del usuario en el metro de Medellin mediante simulacion computacional de fluidos Fase I Resistencia aerodinamica y ventilacion.,29/04/2009,"2,009",UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,008","121,545,425,624",Programa Estrategico Diseno e implementacion de modelos de gestion para mejoramiento de la eficiencia operativa en Mundial Logistics Service S.A. (MLS) y Comercial Plastider S.A.,21/09/2009,"2,009",UNIVERSIDAD DEL NORTE - UNINORTE,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ANTIOQUIA,MEDELLIN,05001
"2,008","111,845,422,036",Modelacion y simulacion del proceso de espumado en termofijos y elastomeros,29/01/2009,"2,009",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,ITAGUI,05360
"2,008","19,545,425,911",MODELACION DE LA ESTRUCTURA RESISTIVA DEL SUBSUELO A PARTIR DE SONDEOS MAGNETOTELURICOS EN AREAS GEOTERMICAS DE COLOMBIA. CASO NEVADO DEL RUIZ ,28/09/2009,"2,009",INSTITUTO DE INVESTIGACION E INFORMACION GEOCIENTIFICA MINERO-AMBIENTAL Y NUCLEAR - INGEOMINAS,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,CALDAS,VILLAMARIA,17873
"2,008","120,445,425,795",DESARROLLO DE ALMIDON PLASTIFICADO EN TRES GRADOS DE PROCESABILIDAD DIFERENTES A PARTIR DE ALMIDON DE YUCA. MAYO 2009,06/08/2009 12:00:00 AM,"2,009",UNIVERSIDAD DE LOS ANDES - UNIANDES,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,008","110,145,425,657",PROGRAMA ESTRATEGICO PARA LA INVESTIGACION Y MODELAMIENTO DEL SISTEMA HIDROTERMAL-MAGMATICO EN AREAS CON POTENCIAL GEOTERMICO LOCALIZADAS EN EL FLANCO NOROCCIDENTAL DEL VOLCAN NEVADO DEL RUIZ COLOMBIA.  ,25/08/2009,"2,009",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,CALDAS,VILLAMARIA,17873
