ANO_CONVOCATORIA,CODIGO_PROYECTO,TITULO_PROYECTO,FECHA_APROBACION,ANO_APROBACION,ENTIDAD,CONVOCATORIA,DESCRIPCION_FINANCIACION,PROGRAMA,AREA_TEMATICA,TIPO_PROYECTO,DEPARTAMENTO_ENTIDAD,CIUDAD_ENTIDAD,COD_DANE_ENT,DEPARTAMENTO_PROYECTO,CIUDAD_PROYECTO,COD_DANE_PRY
"2,010","111,850,227,369",Implementacion y transferencia tecnologica en sistemas silvopastoriles asociados a reforestacion en la Costa Norte del pais y su evaluacion mediante la productividad maderera ganadera y la captura de carbono bajo un manejo integral,23/11/2010,"2,010",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,010","233,350,227,900",Redise¿o de la log¿stica de transporte de materiales ambientalmente peligrosos a trav¿s del desarrollo y  evaluaci¿n de un prototipo de hidro-lavado sostenible para sistemas de almacenamiento cerrado basado en tratamiento de residuos contaminantes,15/12/2010,"2,010",FUNDACION CENTRO DE INVESTIGACION EN MODELACION EMPRESARIAL DEL CARIBE - FCIMEC,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ATLANTICO,BARRANQUILLA,08001
"2,010","710,650,227,062",DESARROLLO E IMPLEMENTACION DE UNA METODOLOGIA PARA LA IDENTIFICACION CUANTIFICACION Y SEGUIMIENTO DE GRANULOVIRUS UTILIZADOS COMO BIOCONTROLADORES,13/10/2010,"2,010",CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","221,450,227,248",Aislamiento y Caracterizaci¿n de Genes Asociados con Tolerancia al Estr¿s Causado por D¿ficit y Exceso H¿drico en la Ca¿a de Az¿car (Saccharum spp.). Version 15.06.2010,29/11/2010,"2,010",CENTRO DE INVESTIGACION DE LA CANA DE AZUCAR DE COLOMBIA - CENICANA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE BIOTECNOLOGIA,INFORMACION NO SOLICITADA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,FLORIDA,76275
"2,010","225,150,227,491",Estudio de tecnicas para la conservacion de cafe pergamino humedo durante la comercializacion,02/11/2011 12:00:00 AM,"2,011",CENTRO NACIONAL DE INVESTIGACIONES DE CAFE - CENICAFE,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CALDAS,CHINCHINA,17174,CALDAS,CHINCHINA,17174
"2,010","111,050,227,241",Innovacion tecnologica para la optimizacion de procesos y la estandarizacion de productos en empresas rurales con base en la guadua Una contribucion para el fortalecimiento de la competitividad de la cadena productiva de la Guadua en el Eje Cafetero de Colombia,02/11/2010 12:00:00 AM,"2,010",UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,RISARALDA,PEREIRA,66001,RISARALDA,PEREIRA,66001
"2,010","110,150,227,256",PROGRAMA ESTRATEGICO EN ALTERNATIVAS PARA LA GENERACION DE VALOR EN PRODUCTOS APICOLAS EN COLOMBIA A TRAVES DE LA INNOVACION Y EL DESARROLLO TECNOLOGICO,23/11/2010,"2,010",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","220,950,227,360", MEJORAMIENTO DE LA CALIDAD DEL MATERIAL PROPAGATIVO DE LA ESPECIE TECTONA GRANDIS ORIENTADA A LA REFORESTACION COMERCIAL EN LA COSTA ATLANTICA COLOMBIANA,29/03/2011,"2,011",CORPORACION NACIONAL DE INVESTIGACION Y FOMENTO FORESTAL - CONIF,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,CORDOBA,MONTERIA,23001
"2,010","110,250,227,903",INNOVACION DEL METODO DE GEMAS PRE-ENGASTADAS EN EL PROCESO DE MICROFUNDICION PARA SU IMPLEMENTACION EN LA JOYERIA CON ESMERALDAS COLOMBIANAS,30/09/2010,"2,010",UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,010","110,150,227,416",RESISTENCIA MECANICA Y DELAMINACION DE ELEMENTOS DE FIBRA DE GUADUA COMPACTADA,22/11/2010,"2,010",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","110,250,227,924",CARACTERIZACION FISICOQUIMCA ORGANOLEPTICA Y FUNCIONAL DE LOS MATERIALES DE CACAO INTRODUCIDOS Y MATERIALES REGIONALES DE CACAO PROMISORIOS MAS COMERCIALIZADOS EN EL PAIS,23/11/2010,"2,010",UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,010","338,750,226,882",MICROENCAPSULACION DE SABOR VAINILLA A TRAVES DE SECADO POR ATOMIZACION EN UN EQUIPO DE FABRICACION NACIONAL,27/07/2010,"2,010",INSTITUTO DE CIENCIA Y TECNOLOGIA ALIMENTARIA - FUNDACION INTAL,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,ITAGUI,05360,ANTIOQUIA,MEDELLIN,05001
"2,010","338,750,226,885",OBTENCION DEL COMPLEJO CICLODEXTRINA-CURCUMINA Y USO COMO REEMPLAZANTE DE TARTRAZINA,26/07/2010,"2,010",INSTITUTO DE CIENCIA Y TECNOLOGIA ALIMENTARIA - FUNDACION INTAL,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,ITAGUI,05360,ANTIOQUIA,MEDELLIN,05001
"2,010","121,650,227,079",SISTEMA DE DIAGNOSTICO DE LA INTERFASE PINZA-CABLE DEL METROCABLE FASE I,23/09/2010,"2,010",UNIVERSIDAD EAFIT,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,010","710,650,227,733",Determinacion de los factores incidentes en la prevalencia del problema fitosanitario de mosca blanca en aguacate (Persea americana Mill) Hass en el norte del Tolima.,29/03/2011,"2,011",CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,TOLIMA,FRESNO,73283
"2,010","111,550,227,756",BIOAGRICULTURA URBANA APLICADA A LA PRODUCCION DE CACAO Y SUS DERIVADOS,24/03/2011,"2,011",UNIVERSIDAD DE ANTIOQUIA - UDEA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE BIOTECNOLOGIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,010","110,150,227,618",CAMBIO CLIMATICO Y AGRICULTURA DESARROLLO DE VERSIONES SEMISINTETICAS DE GENES QUE CONFIEREN TOLERANCIA A LA SEQUIA Y AL HERBICIDA GLUFOSINATO DE AMONIO PARA MAIZ (Zea mays),29/11/2010,"2,010",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE BIOTECNOLOGIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","337,150,227,771",Conservacion Valoracion y Uso de la Agrobiodiversidad de la Arracacha en la Provincia de Marquez Boyaca ,29/03/2011,"2,011",CORPORACION PARA EL DESARROLLO PARTICIPATIVO Y SOSTENIBLE DE LOS PEQUENOS AGRICULTORES,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOYACA,TURMEQUE,15835
"2,010","710,650,227,701",Evaluacion de sistemas y la estimulacion de la sangria sobre la produccion de clones de caucho en Colombia,29/03/2011,"2,011",CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,SANTANDER,MOSQUERA,25473
"2,010","127,550,227,711",Desarrollo de una plataforma tecnologica para la extraccion piloto de colorantes naturales - Etapa I curcumina una estrategia de sostenibilidad una apuesta a la competitividad. ,15/12/2010,"2,010",CORPORACION UNIVERSITARIA LASALLISTA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,CALDAS,05129,ANTIOQUIA,CALDAS,05129
"2,010","726,250,227,826",IMPLEMENTACION DE TECNICAS DE MANEJO INTEGRADO DE PLAGAS PARA EL CONTROL DE LOS PRINCIPALES INSECTOS PLAGAS EN LOS CULTIVOS DE PALMA DE ACEITE EN LAS CUATRO REGIONES PRODUCTORAS DE COLOMBIA,29/03/2011,"2,011",CORPORACION CENTRO DE INVESTIGACIONES EN PALMA DE ACEITE - CENIPALMA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,NARINO,BOGOTA D.C.,11001
"2,010","110,150,227,818",PROGRAMA Propuesta Metodologica para la Gestion Logistica de Abasto/Distribucion y Almacenamiento para las MIPYMEs en Colombia,22/11/2010,"2,010",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","111,850,227,878",Cambio Climatico Gestion del Riesgo y Sostenibilidad de la Produccion de Banano en Colombia,29/03/2011,"2,011",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,010","121,050,227,609",DESARROLLO DE UN BANCO DE ENSAYOS PARA REFRIGERACI¿N DOM¿STICA EN LA EMPRESA INDUSTRIAS HACEB S.A. ,23/11/2010,"2,010",UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,010","113,150,227,713",DESEMPENO AGRONOMICO EVALUACION FITOSANITARIA Y CARACTERIZACION MOLECULAR DE CLONES  PROMISORIOS DE Theobroma cacao L. PROVENIENTES DE MATERIALES VEGETALES ELITE PRESENTES EN SISTEMAS PRODUCTIVOS DEL BAJO CAGUAN MUNICIPIO DE CARTAGENA DEL CHAIRA,29/03/2011,"2,011",UNIVERSIDAD DE LA AMAZONIA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CAQUETA,FLORENCIA,18001,CAQUETA,FLORENCIA,18001
"2,010","234,150,227,689",Analisis tecnico y economico para el mejoramiento del proceso  de regeneracion de aceite dielectrico que actualmente tiene la empresa FYR Ingenieros. ,10/11/2010 12:00:00 AM,"2,010",CORPORACION CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO DEL SECTOR ELECTRICO - CIDET SEDE MEDELLIN,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","221,350,227,640",DESARROLLO DE UNA FORMULACION MULTIENZIMATICA PARA EL MANEJO DE RESIDUOS DE POSCOSECHA EN CANA DE AZUCAR (Saccharum officinarum),23/11/2010,"2,010",CORPORACION PARA INVESTIGACIONES BIOLOGICAS - CIB,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,010","227,950,227,643",EVALUACION DEL ASOCIO AGRISILVICOLA CAUCHO (Hevea brasiliensis) - NUEVOS CLONES DE COPOAZU (Theobroma grandiflorum) MEDIANTE EL USO DE INDICADORES AGRONOMICOS ECOFISIOLOGICOS BIOQUIMICOS Y EPIDEMIOLOGICOS EN EL DEPARTAMENTO DEL CAQUETA.,29/03/2011,"2,011",INSTITUTO AMAZONICO DE INVESTIGACIONES CIENTIFICAS - SINCHI,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,CAQUETA,FLORENCIA,18001
"2,010","233,350,227,695",Dise¿o y ejecuci¿n de una plataforma de toma de decisiones multi-objetivo para planificaci¿n de operaciones constructoras de AM CARIBE Ltda.,22/11/2010,"2,010",FUNDACION CENTRO DE INVESTIGACION EN MODELACION EMPRESARIAL DEL CARIBE - FCIMEC,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ATLANTICO,BARRANQUILLA,08001
"2,010","128,250,226,991",Innovacion tecnologica para empresas agroindustriales de alto valor agregado en la economia social campesina. Caso Buenas practicas de Agricultura Saludable en la agroindustria del platano con empresarios rurales asociados del Norte del Cauca,29/03/2011,"2,011",CORPORACION PARA EL DESARROLLO DE LA BIOTECNOLOGIA - BIOTEC,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,VALLE DEL CAUCA,CALI,76001,CAUCA,PADILLA,19513
"2,010","111,550,227,222",Obtencion purificacion y estabilizacion de la betanina de alta pureza a partir de remolacha (beta vulgaris) para su aplicacion industrial,29/03/2011,"2,011",UNIVERSIDAD DE ANTIOQUIA - UDEA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,010","113,150,227,739",FORTALECIMIENTO DE LA CADENA PRODUCTIVA DEL CAUCHO A TRAVES DE LA VALORACION BIOFISICA Y ECONOMICA DE LA FIJACION DE CARBONO EN SISTEMAS DE CAUCHO EN LA AMAZONIA COLOMBIANA.,29/03/2011,"2,011",UNIVERSIDAD DE LA AMAZONIA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CAQUETA,FLORENCIA,18001,CAQUETA,FLORENCIA,18001
"2,010","223,650,227,543",Caracterizacion coleccion y Micropropagacion de hibridos de Coco de la costa Pacifica de Colombia y definicion del complejo entomologico como estrategias de solucion al problema fitosanitario de coco en Colombia,13/10/2010,"2,010",CENTRO INTERNACIONAL DE AGRICULTURA TROPICAL - CIAT,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
"2,010","121,550,227,963",MODELO PROSPECTIVO PARA LA PENETRACION DEL GAS NATURAL VEHICULAR EN EL TRANSPORTE DE CARGA REGIONAL Y PUBLICO DE PASAJEROS. COLOMBIA HORIZONTE 2011-2030,10/11/2010 12:00:00 AM,"2,010",UNIVERSIDAD DEL NORTE - UNINORTE,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,INFORMACION NO SOLICITADA,PROYECTO,ATLANTICO,BARRANQUILLA,08001,ATLANTICO,BARRANQUILLA,08001
"2,010","726,250,227,157",Estudio de Referenciacion Competitiva a las empresas productoras de Palma de Aceite Hibrido (OxG) alto oleico ,29/03/2011,"2,011",CORPORACION CENTRO DE INVESTIGACIONES EN PALMA DE ACEITE - CENIPALMA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","710,650,227,748",Evaluacion de las caracteristicas fisico-quimicas organolepticas y funcionales de diferentes tipos de cacao (Theobroma cacao) para identificar clones elite y mejorar la competitividad en Colombia,29/03/2011,"2,011",CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,TOLIMA,ESPINAL,73268
"2,010","710,650,227,688",ZONIFICACI¿N AGROCLIMATICA DEL SISTEMA DE GANADERIA DEL VALLE DE UBATE Y CHIQUINQUIRA Y LA REGI¿N DEL ALTO CHICAMOCHA,29/03/2011,"2,011",CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,INFORMACION NO SOLICITADA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","111,850,227,023",METODOLOGIA HOLISTICA PARA LA INTEGRACION EMPRESARIAL  ORIENTADA A LA PEQUENA Y MEDIANA EMPRESA COLOMBIANA,04/08/2010 12:00:00 AM,"2,010",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,ITAGUI,05360
"2,010","520,150,227,206",Desarrollo y formulaci¿n de un producto farmac¿utico en forma de c¿psula l¿quida y ung¿ento a partir de canabinoides modificados (MITOCAN) para actuar contra el estr¿s oxidativo.,04/08/2010 12:00:00 AM,"2,010",CENTRO DE LA CIENCIA Y LA INVESTIGACION FARMACEUTICA - CECIF,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,ITAGUI,05360,ANTIOQUIA,MEDELLIN,05001
"2,010","520,150,227,219",Programa de desarrollo tecnol¿gico y mejoramiento continuo encaminado a garantizar y ampliar  los periodos de vida ¿til de los principales productos de Laboratorios La Sant¿.   ,23/09/2010,"2,010",CENTRO DE LA CIENCIA Y LA INVESTIGACION FARMACEUTICA - CECIF,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,INFORMACION NO SOLICITADA,PROYECTO,ANTIOQUIA,ITAGUI,05360,ANTIOQUIA,MEDELLIN,05001
"2,010","110,150,227,509",INMUNOGENICIDAD Y SEGURIDAD DE CELULAS DENDRITICAS AUTOLOGAS EN PACIENTES CON CANCER DE MAMA TRATADAS CON QUIMIOTERAPIA NEO-ADYUVANTE  (version julio 2010),28/04/2011,"2,011",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,010","328,250,226,928",PROYECTO OXIMETRO FASES III y IV - Validacion equipo AUTO-MXER ver abril 19,28/04/2011,"2,011",Asociacion Atem Health Care,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,INFORMACION NO SOLICITADA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
"2,010","110,150,227,403",Desarrollo local  y validacion de un metodo  alternativo para la determinacion del Factor de Proteccion Solar en Formulaciones Cosmeticas ,28/04/2011,"2,011",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,COFINANCIACION,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,INFORMACION NO SOLICITADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
